price,review_score,count,review_categ,count_categ,price_categ,Discount,cluster,Action_Need
270.0,4,4,Good,1,4,10,3,Reasonable
90.0,5,3,Satisfied,1,3,20,0,Need_advertisement
167.47615384615386,3,13,Not Bad,1,4,20,3,Reasonable
124.9,1,1,Not Satisfied,1,3,40,5,Not_Reasonable
10.9,2,1,Not Satisfied,1,1,50,2,Quality_Improvment
719.88,1,2,Not Satisfied,1,4,25,5,Not_Reasonable
51.81780821917808,3,73,Not Bad,1,2,20,2,Quality_Improvment
98.0,5,1,Satisfied,1,3,20,0,Need_advertisement
202.9,2,2,Not Satisfied,1,4,25,5,Not_Reasonable
349.0,5,2,Satisfied,1,4,10,6,Need_advertisement
29.9,5,1,Satisfied,1,1,20,1,Need_advertisement
75.07,4,1,Good,1,2,20,4,Reasonable
19.0,4,3,Good,1,1,20,1,Need_advertisement
80.50383720930232,4,86,Good,1,3,20,7,Reasonable
39.9,3,1,Not Bad,1,1,20,2,Quality_Improvment
61.97,5,1,Satisfied,1,2,20,4,Reasonable
121.27749999999999,4,12,Good,1,3,20,7,Reasonable
1026.6666666666667,4,3,Good,1,4,10,3,Reasonable
75.0,5,1,Satisfied,1,2,20,4,Reasonable
69.0,4,1,Good,1,2,20,4,Reasonable
99.9,5,2,Satisfied,1,3,20,0,Need_advertisement
1499.0,5,1,Satisfied,1,4,10,6,Need_advertisement
56.0,4,2,Good,1,2,20,4,Reasonable
170.1,4,1,Good,1,4,10,3,Reasonable
198.14166666666668,4,6,Good,1,4,10,3,Reasonable
39.99,2,2,Not Satisfied,1,2,50,2,Quality_Improvment
14.9,4,1,Good,1,1,20,1,Need_advertisement
29.9,5,1,Satisfied,1,1,20,1,Need_advertisement
78.71,5,4,Satisfied,1,2,20,4,Reasonable
225.9,4,1,Good,1,4,10,3,Reasonable
298.0,4,3,Good,1,4,10,3,Reasonable
35.0,4,1,Good,1,1,20,1,Need_advertisement
159.9,3,1,Not Bad,1,4,20,3,Reasonable
121.9,3,1,Not Bad,1,3,20,7,Reasonable
43.0,3,1,Not Bad,1,2,20,2,Quality_Improvment
14.9,5,1,Satisfied,1,1,20,1,Need_advertisement
15.9,3,5,Not Bad,1,1,20,2,Quality_Improvment
109.79,5,1,Satisfied,1,3,20,0,Need_advertisement
149.99,5,1,Satisfied,1,3,20,0,Need_advertisement
34.45,5,2,Satisfied,1,1,20,1,Need_advertisement
189.9,5,1,Satisfied,1,4,10,6,Need_advertisement
9.0,5,2,Satisfied,1,1,20,1,Need_advertisement
129.0,2,3,Not Satisfied,1,3,40,5,Not_Reasonable
149.0,5,1,Satisfied,1,3,20,0,Need_advertisement
15.9,4,1,Good,1,1,20,1,Need_advertisement
30.0,1,2,Not Satisfied,1,1,50,2,Quality_Improvment
11.99,5,9,Satisfied,1,1,20,1,Need_advertisement
69.9,1,1,Not Satisfied,1,2,50,2,Quality_Improvment
69.2,5,1,Satisfied,1,2,20,4,Reasonable
69.9,4,1,Good,1,2,20,4,Reasonable
139.9,2,1,Not Satisfied,1,3,40,5,Not_Reasonable
114.9,5,2,Satisfied,1,3,20,0,Need_advertisement
59.9,5,1,Satisfied,1,2,20,4,Reasonable
54.31134020618556,4,388,Good,3,2,10,4,Reasonable
132.91,5,2,Satisfied,1,3,20,0,Need_advertisement
116.0,5,7,Satisfied,1,3,20,0,Need_advertisement
48.669999999999995,4,3,Good,1,2,20,4,Reasonable
44.99,4,8,Good,1,2,20,4,Reasonable
199.9,1,1,Not Satisfied,1,4,25,5,Not_Reasonable
109.9,4,2,Good,1,3,20,7,Reasonable
90.0,1,1,Not Satisfied,1,3,40,5,Not_Reasonable
9.9,4,2,Good,1,1,20,1,Need_advertisement
183.72727272727272,4,11,Good,1,4,10,3,Reasonable
13.95,5,1,Satisfied,1,1,20,1,Need_advertisement
153.0,5,2,Satisfied,1,3,20,0,Need_advertisement
169.0,5,1,Satisfied,1,4,10,6,Need_advertisement
45.9,4,1,Good,1,2,20,4,Reasonable
44.5,5,1,Satisfied,1,2,20,4,Reasonable
1510.0,4,1,Good,1,4,10,3,Reasonable
89.99,4,2,Good,1,3,20,7,Reasonable
35.9,3,1,Not Bad,1,1,20,2,Quality_Improvment
164.49,5,2,Satisfied,1,4,10,6,Need_advertisement
39.8,4,2,Good,1,1,20,1,Need_advertisement
100.0,3,2,Not Bad,1,3,20,7,Reasonable
29.116666666666664,4,3,Good,1,1,20,1,Need_advertisement
37.99,5,15,Satisfied,1,1,20,1,Need_advertisement
53.99,2,2,Not Satisfied,1,2,50,2,Quality_Improvment
114.9,5,1,Satisfied,1,3,20,0,Need_advertisement
99.99,4,1,Good,1,3,20,7,Reasonable
73.384,4,25,Good,1,2,20,4,Reasonable
116.25,5,1,Satisfied,1,3,20,0,Need_advertisement
84.9,4,3,Good,1,3,20,7,Reasonable
175.04,5,1,Satisfied,1,4,10,6,Need_advertisement
33.120000000000005,3,5,Not Bad,1,1,20,2,Quality_Improvment
37.9,5,1,Satisfied,1,1,20,1,Need_advertisement
279.9,1,1,Not Satisfied,1,4,25,5,Not_Reasonable
59.9,5,2,Satisfied,1,2,20,4,Reasonable
9.73,5,4,Satisfied,1,1,20,1,Need_advertisement
949.0,5,1,Satisfied,1,4,10,6,Need_advertisement
99.99,5,1,Satisfied,1,3,20,0,Need_advertisement
578.0,5,1,Satisfied,1,4,10,6,Need_advertisement
54.9,5,1,Satisfied,1,2,20,4,Reasonable
59.9,5,2,Satisfied,1,2,20,4,Reasonable
39.9,5,1,Satisfied,1,1,20,1,Need_advertisement
42.65,2,1,Not Satisfied,1,2,50,2,Quality_Improvment
19.9,1,1,Not Satisfied,1,1,50,2,Quality_Improvment
169.0,5,1,Satisfied,1,4,10,6,Need_advertisement
73.86666666666666,4,9,Good,1,2,20,4,Reasonable
39.99,1,1,Not Satisfied,1,2,50,2,Quality_Improvment
129.99,5,1,Satisfied,1,3,20,0,Need_advertisement
54.0,5,1,Satisfied,1,2,20,4,Reasonable
41.0,4,5,Good,1,2,20,4,Reasonable
53.24,5,1,Satisfied,1,2,20,4,Reasonable
114.495,4,4,Good,1,3,20,7,Reasonable
51.95,2,5,Not Satisfied,1,2,50,2,Quality_Improvment
87.78860294117646,3,136,Not Bad,2,3,10,7,Reasonable
139.9,5,1,Satisfied,1,3,20,0,Need_advertisement
78.6,5,1,Satisfied,1,2,20,4,Reasonable
9.5,4,3,Good,1,1,20,1,Need_advertisement
74.9,5,1,Satisfied,1,2,20,4,Reasonable
134.89,5,1,Satisfied,1,3,20,0,Need_advertisement
45.0,5,1,Satisfied,1,2,20,4,Reasonable
27.0,5,2,Satisfied,1,1,20,1,Need_advertisement
25.9,5,1,Satisfied,1,1,20,1,Need_advertisement
158.67,5,2,Satisfied,1,4,10,6,Need_advertisement
41.3,5,1,Satisfied,1,2,20,4,Reasonable
21.9,4,2,Good,1,1,20,1,Need_advertisement
129.89,5,2,Satisfied,1,3,20,0,Need_advertisement
29.0,5,2,Satisfied,1,1,20,1,Need_advertisement
17.99,3,5,Not Bad,1,1,20,2,Quality_Improvment
24.9,5,1,Satisfied,1,1,20,1,Need_advertisement
82.43444444444444,2,18,Not Satisfied,1,3,40,5,Not_Reasonable
56.33,1,1,Not Satisfied,1,2,50,2,Quality_Improvment
458.85,4,1,Good,1,4,10,3,Reasonable
88.4,5,2,Satisfied,1,3,20,0,Need_advertisement
29.9,3,1,Not Bad,1,1,20,2,Quality_Improvment
11.2,3,1,Not Bad,1,1,20,2,Quality_Improvment
16.89,4,10,Good,1,1,20,1,Need_advertisement
37.03739130434783,4,23,Good,1,1,20,1,Need_advertisement
24.9,4,5,Good,1,1,20,1,Need_advertisement
399.0,2,1,Not Satisfied,1,4,25,5,Not_Reasonable
134.9,4,7,Good,1,3,20,7,Reasonable
109.38275862068967,4,29,Good,1,3,20,7,Reasonable
179.99,5,1,Satisfied,1,4,10,6,Need_advertisement
39.99,5,3,Satisfied,1,2,20,4,Reasonable
109.13,5,1,Satisfied,1,3,20,0,Need_advertisement
165.0,5,1,Satisfied,1,4,10,6,Need_advertisement
22.5,4,1,Good,1,1,20,1,Need_advertisement
26.45,1,3,Not Satisfied,1,1,50,2,Quality_Improvment
29.3,5,3,Satisfied,1,1,20,1,Need_advertisement
82.0,2,1,Not Satisfied,1,3,40,5,Not_Reasonable
238.945,4,2,Good,1,4,10,3,Reasonable
609.0,5,1,Satisfied,1,4,10,6,Need_advertisement
16.9,5,1,Satisfied,1,1,20,1,Need_advertisement
119.0,5,1,Satisfied,1,3,20,0,Need_advertisement
229.9,1,1,Not Satisfied,1,4,25,5,Not_Reasonable
280.0,3,1,Not Bad,1,4,20,3,Reasonable
72.9,1,1,Not Satisfied,1,2,50,2,Quality_Improvment
27.9,4,5,Good,1,1,20,1,Need_advertisement
33.115,3,8,Not Bad,1,1,20,2,Quality_Improvment
95.0,5,1,Satisfied,1,3,20,0,Need_advertisement
85.2,5,1,Satisfied,1,3,20,0,Need_advertisement
59.9,4,1,Good,1,2,20,4,Reasonable
60.0,4,2,Good,1,2,20,4,Reasonable
115.96,5,1,Satisfied,1,3,20,0,Need_advertisement
40.22,5,5,Satisfied,1,2,20,4,Reasonable
56.875,4,8,Good,1,2,20,4,Reasonable
49.99,1,1,Not Satisfied,1,2,50,2,Quality_Improvment
115.0,1,1,Not Satisfied,1,3,40,5,Not_Reasonable
42.0,4,3,Good,1,2,20,4,Reasonable
401.7,5,1,Satisfied,1,4,10,6,Need_advertisement
227.49,4,8,Good,1,4,10,3,Reasonable
119.9,3,1,Not Bad,1,3,20,7,Reasonable
12.5,5,2,Satisfied,1,1,20,1,Need_advertisement
39.9,4,1,Good,1,1,20,1,Need_advertisement
29.77,5,3,Satisfied,1,1,20,1,Need_advertisement
129.9,5,1,Satisfied,1,3,20,0,Need_advertisement
32.5,4,2,Good,1,1,20,1,Need_advertisement
57.45,3,2,Not Bad,1,2,20,2,Quality_Improvment
119.9,4,5,Good,1,3,20,7,Reasonable
189.88,4,1,Good,1,4,10,3,Reasonable
116.85,4,2,Good,1,3,20,7,Reasonable
89.9,5,1,Satisfied,1,3,20,0,Need_advertisement
289.0,5,2,Satisfied,1,4,10,6,Need_advertisement
68.62,5,5,Satisfied,1,2,20,4,Reasonable
68.99,4,1,Good,1,2,20,4,Reasonable
39.9,5,1,Satisfied,1,1,20,1,Need_advertisement
118.9,4,1,Good,1,3,20,7,Reasonable
27.5,5,5,Satisfied,1,1,20,1,Need_advertisement
99.89,3,3,Not Bad,1,3,20,7,Reasonable
39.99,5,1,Satisfied,1,2,20,4,Reasonable
132.33333333333334,2,3,Not Satisfied,1,3,40,5,Not_Reasonable
171.85714285714286,5,7,Satisfied,1,4,10,6,Need_advertisement
24.899999999999995,4,3,Good,1,1,20,1,Need_advertisement
106.15,4,2,Good,1,3,20,7,Reasonable
99.0,5,1,Satisfied,1,3,20,0,Need_advertisement
31.9,5,2,Satisfied,1,1,20,1,Need_advertisement
38.9,1,1,Not Satisfied,1,1,50,2,Quality_Improvment
59.99,1,1,Not Satisfied,1,2,50,2,Quality_Improvment
108.24,5,1,Satisfied,1,3,20,0,Need_advertisement
55.9,5,1,Satisfied,1,2,20,4,Reasonable
36.0,5,1,Satisfied,1,1,20,1,Need_advertisement
97.0,5,1,Satisfied,1,3,20,0,Need_advertisement
79.99,5,1,Satisfied,1,3,20,0,Need_advertisement
9.99,5,2,Satisfied,1,1,20,1,Need_advertisement
84.9,5,2,Satisfied,1,3,20,0,Need_advertisement
109.9,5,1,Satisfied,1,3,20,0,Need_advertisement
53.9,5,1,Satisfied,1,2,20,4,Reasonable
76.45,3,1,Not Bad,1,2,20,2,Quality_Improvment
49.9,3,2,Not Bad,1,2,20,2,Quality_Improvment
264.17176470588237,4,17,Good,1,4,10,3,Reasonable
259.0,4,3,Good,1,4,10,3,Reasonable
117.33333333333333,2,3,Not Satisfied,1,3,40,5,Not_Reasonable
15.96,4,15,Good,1,1,20,1,Need_advertisement
19.5,4,6,Good,1,1,20,1,Need_advertisement
69.99,4,1,Good,1,2,20,4,Reasonable
50.5,5,1,Satisfied,1,2,20,4,Reasonable
250.0,4,2,Good,1,4,10,3,Reasonable
74.9,3,2,Not Bad,1,2,20,2,Quality_Improvment
79.9,4,1,Good,1,3,20,7,Reasonable
19.9,3,2,Not Bad,1,1,20,2,Quality_Improvment
26.5,1,1,Not Satisfied,1,1,50,2,Quality_Improvment
14.28,3,3,Not Bad,1,1,20,2,Quality_Improvment
49.99333333333334,3,3,Not Bad,1,2,20,2,Quality_Improvment
36.9,1,1,Not Satisfied,1,1,50,2,Quality_Improvment
66.9,5,1,Satisfied,1,2,20,4,Reasonable
199.99,5,1,Satisfied,1,4,10,6,Need_advertisement
95.4,5,2,Satisfied,1,3,20,0,Need_advertisement
88.336,3,5,Not Bad,1,3,20,7,Reasonable
79.9,5,1,Satisfied,1,3,20,0,Need_advertisement
35.35,5,1,Satisfied,1,1,20,1,Need_advertisement
10.4,1,1,Not Satisfied,1,1,50,2,Quality_Improvment
65.5,3,2,Not Bad,1,2,20,2,Quality_Improvment
28.99,5,1,Satisfied,1,1,20,1,Need_advertisement
118.9,5,1,Satisfied,1,3,20,0,Need_advertisement
210.66,5,1,Satisfied,1,4,10,6,Need_advertisement
150.9,5,1,Satisfied,1,3,20,0,Need_advertisement
41.9,4,5,Good,1,2,20,4,Reasonable
14.9,5,1,Satisfied,1,1,20,1,Need_advertisement
33.9,5,1,Satisfied,1,1,20,1,Need_advertisement
20.3,5,1,Satisfied,1,1,20,1,Need_advertisement
149.0,4,2,Good,1,3,20,7,Reasonable
36.92,5,2,Satisfied,1,1,20,1,Need_advertisement
69.9,3,2,Not Bad,1,2,20,2,Quality_Improvment
62.99,4,1,Good,1,2,20,4,Reasonable
79.9,3,1,Not Bad,1,3,20,7,Reasonable
107.0,4,3,Good,1,3,20,7,Reasonable
21.0,5,6,Satisfied,1,1,20,1,Need_advertisement
19.9,2,3,Not Satisfied,1,1,50,2,Quality_Improvment
51.0,5,15,Satisfied,1,2,20,4,Reasonable
23.49,3,6,Not Bad,1,1,20,2,Quality_Improvment
199.99,4,1,Good,1,4,10,3,Reasonable
189.9,5,1,Satisfied,1,4,10,6,Need_advertisement
34.398,4,5,Good,1,1,20,1,Need_advertisement
39.9,5,7,Satisfied,1,1,20,1,Need_advertisement
147.49,4,2,Good,1,3,20,7,Reasonable
34.99,1,4,Not Satisfied,1,1,50,2,Quality_Improvment
89.99,5,2,Satisfied,1,3,20,0,Need_advertisement
99.9,5,1,Satisfied,1,3,20,0,Need_advertisement
39.0,5,1,Satisfied,1,1,20,1,Need_advertisement
623.99,4,1,Good,1,4,10,3,Reasonable
119.87,5,2,Satisfied,1,3,20,0,Need_advertisement
175.92,4,1,Good,1,4,10,3,Reasonable
34.99,5,1,Satisfied,1,1,20,1,Need_advertisement
29.914285714285715,4,35,Good,1,1,20,1,Need_advertisement
19.9,5,4,Satisfied,1,1,20,1,Need_advertisement
46.86,4,8,Good,1,2,20,4,Reasonable
339.9,4,3,Good,1,4,10,3,Reasonable
49.99,4,1,Good,1,2,20,4,Reasonable
14.9,5,1,Satisfied,1,1,20,1,Need_advertisement
59.99,5,1,Satisfied,1,2,20,4,Reasonable
226.0,5,1,Satisfied,1,4,10,6,Need_advertisement
54.9,4,4,Good,1,2,20,4,Reasonable
64.9,5,1,Satisfied,1,2,20,4,Reasonable
38.0,4,2,Good,1,1,20,1,Need_advertisement
21.9,4,1,Good,1,1,20,1,Need_advertisement
139.9,5,1,Satisfied,1,3,20,0,Need_advertisement
121.0,5,1,Satisfied,1,3,20,0,Need_advertisement
56.56666666666666,5,9,Satisfied,1,2,20,4,Reasonable
107.5,5,1,Satisfied,1,3,20,0,Need_advertisement
19.9,5,14,Satisfied,1,1,20,1,Need_advertisement
98.7,5,1,Satisfied,1,3,20,0,Need_advertisement
248.0,4,1,Good,1,4,10,3,Reasonable
117.0,3,3,Not Bad,1,3,20,7,Reasonable
98.00399999999999,3,5,Not Bad,1,3,20,7,Reasonable
119.75,4,4,Good,1,3,20,7,Reasonable
55.3,4,5,Good,1,2,20,4,Reasonable
10.99,5,2,Satisfied,1,1,20,1,Need_advertisement
107.6,5,1,Satisfied,1,3,20,0,Need_advertisement
34.99,1,1,Not Satisfied,1,1,50,2,Quality_Improvment
13.245000000000001,4,2,Good,1,1,20,1,Need_advertisement
159.0,5,1,Satisfied,1,4,10,6,Need_advertisement
35.0,4,5,Good,1,1,20,1,Need_advertisement
89.87,5,1,Satisfied,1,3,20,0,Need_advertisement
89.9,5,1,Satisfied,1,3,20,0,Need_advertisement
146.99,4,1,Good,1,3,20,7,Reasonable
128.65,4,2,Good,1,3,20,7,Reasonable
95.26545454545455,4,11,Good,1,3,20,7,Reasonable
29.9,5,1,Satisfied,1,1,20,1,Need_advertisement
59.9,4,1,Good,1,2,20,4,Reasonable
7.0,5,2,Satisfied,1,1,20,1,Need_advertisement
76.9,3,5,Not Bad,1,2,20,2,Quality_Improvment
111.50385964912282,3,57,Not Bad,1,3,20,7,Reasonable
119.9,5,1,Satisfied,1,3,20,0,Need_advertisement
12.35,4,1,Good,1,1,20,1,Need_advertisement
49.9,1,1,Not Satisfied,1,2,50,2,Quality_Improvment
27.99,5,5,Satisfied,1,1,20,1,Need_advertisement
44.9,1,1,Not Satisfied,1,2,50,2,Quality_Improvment
31.0,1,1,Not Satisfied,1,1,50,2,Quality_Improvment
22.5,1,1,Not Satisfied,1,1,50,2,Quality_Improvment
35.0,5,1,Satisfied,1,1,20,1,Need_advertisement
69.89,5,1,Satisfied,1,2,20,4,Reasonable
55.4,4,20,Good,1,2,20,4,Reasonable
134.9,3,1,Not Bad,1,3,20,7,Reasonable
17.99,2,5,Not Satisfied,1,1,50,2,Quality_Improvment
1350.0,5,1,Satisfied,1,4,10,6,Need_advertisement
36.33,5,3,Satisfied,1,1,20,1,Need_advertisement
194.41666666666666,4,6,Good,1,4,10,3,Reasonable
119.9,5,1,Satisfied,1,3,20,0,Need_advertisement
189.0,5,1,Satisfied,1,4,10,6,Need_advertisement
112.1,4,5,Good,1,3,20,7,Reasonable
99.9,2,2,Not Satisfied,1,3,40,5,Not_Reasonable
789.0,5,1,Satisfied,1,4,10,6,Need_advertisement
1199.0,5,3,Satisfied,1,4,10,6,Need_advertisement
61.9,4,1,Good,1,2,20,4,Reasonable
367.94,5,1,Satisfied,1,4,10,6,Need_advertisement
40.0,5,1,Satisfied,1,2,20,4,Reasonable
27.9,5,1,Satisfied,1,1,20,1,Need_advertisement
128.2,5,1,Satisfied,1,3,20,0,Need_advertisement
34.9,1,1,Not Satisfied,1,1,50,2,Quality_Improvment
94.99,2,3,Not Satisfied,1,3,40,5,Not_Reasonable
145.9,2,2,Not Satisfied,1,3,40,5,Not_Reasonable
59.9,5,1,Satisfied,1,2,20,4,Reasonable
229.99,2,2,Not Satisfied,1,4,25,5,Not_Reasonable
35.0,3,1,Not Bad,1,1,20,2,Quality_Improvment
19.65,2,4,Not Satisfied,1,1,50,2,Quality_Improvment
41.3,5,1,Satisfied,1,2,20,4,Reasonable
139.9,3,2,Not Bad,1,3,20,7,Reasonable
37.8,4,1,Good,1,1,20,1,Need_advertisement
40.56666666666666,3,3,Not Bad,1,2,20,2,Quality_Improvment
66.56666666666668,5,3,Satisfied,1,2,20,4,Reasonable
190.32,5,1,Satisfied,1,4,10,6,Need_advertisement
23.99,1,1,Not Satisfied,1,1,50,2,Quality_Improvment
217.0,5,1,Satisfied,1,4,10,6,Need_advertisement
158.0,4,3,Good,1,4,10,3,Reasonable
54.69741687979539,4,391,Good,3,2,10,4,Reasonable
34.9,5,2,Satisfied,1,1,20,1,Need_advertisement
133.99,5,1,Satisfied,1,3,20,0,Need_advertisement
79.9,5,1,Satisfied,1,3,20,0,Need_advertisement
119.9,3,1,Not Bad,1,3,20,7,Reasonable
62.5,5,1,Satisfied,1,2,20,4,Reasonable
143.8,4,2,Good,1,3,20,7,Reasonable
99.0,5,1,Satisfied,1,3,20,0,Need_advertisement
24.99,4,6,Good,1,1,20,1,Need_advertisement
32.75,3,2,Not Bad,1,1,20,2,Quality_Improvment
119.9,4,4,Good,1,3,20,7,Reasonable
129.0,4,2,Good,1,3,20,7,Reasonable
21.0,4,11,Good,1,1,20,1,Need_advertisement
29.9,4,1,Good,1,1,20,1,Need_advertisement
94.6,4,1,Good,1,3,20,7,Reasonable
804.0,5,10,Satisfied,1,4,10,6,Need_advertisement
123.51,1,1,Not Satisfied,1,3,40,5,Not_Reasonable
59.9,4,1,Good,1,2,20,4,Reasonable
271.09999999999997,5,3,Satisfied,1,4,10,6,Need_advertisement
307.325,5,2,Satisfied,1,4,10,6,Need_advertisement
35.0,4,2,Good,1,1,20,1,Need_advertisement
37.0,4,4,Good,1,1,20,1,Need_advertisement
408.99,4,1,Good,1,4,10,3,Reasonable
69.9,5,1,Satisfied,1,2,20,4,Reasonable
99.9,5,1,Satisfied,1,3,20,0,Need_advertisement
61.9,5,1,Satisfied,1,2,20,4,Reasonable
151.3,4,6,Good,1,3,20,7,Reasonable
30.0,5,1,Satisfied,1,1,20,1,Need_advertisement
1250.0,2,3,Not Satisfied,1,4,25,5,Not_Reasonable
16.1,4,1,Good,1,1,20,1,Need_advertisement
149.9,4,1,Good,1,3,20,7,Reasonable
100.0,5,2,Satisfied,1,3,20,0,Need_advertisement
18.04,1,2,Not Satisfied,1,1,50,2,Quality_Improvment
199.9,4,3,Good,1,4,10,3,Reasonable
32.99,3,3,Not Bad,1,1,20,2,Quality_Improvment
399.99,5,1,Satisfied,1,4,10,6,Need_advertisement
250.0,5,1,Satisfied,1,4,10,6,Need_advertisement
59.9,1,1,Not Satisfied,1,2,50,2,Quality_Improvment
78.99,4,1,Good,1,2,20,4,Reasonable
53.0,3,9,Not Bad,1,2,20,2,Quality_Improvment
29.99,5,3,Satisfied,1,1,20,1,Need_advertisement
8.9,5,1,Satisfied,1,1,20,1,Need_advertisement
18.0,2,1,Not Satisfied,1,1,50,2,Quality_Improvment
32.89,5,1,Satisfied,1,1,20,1,Need_advertisement
138.0,5,8,Satisfied,1,3,20,0,Need_advertisement
49.0,1,2,Not Satisfied,1,2,50,2,Quality_Improvment
279.9,4,1,Good,1,4,10,3,Reasonable
53.2,5,1,Satisfied,1,2,20,4,Reasonable
40.981818181818184,4,11,Good,1,2,20,4,Reasonable
695.534,4,5,Good,1,4,10,3,Reasonable
52.9,5,1,Satisfied,1,2,20,4,Reasonable
149.9,1,1,Not Satisfied,1,3,40,5,Not_Reasonable
33.35,5,2,Satisfied,1,1,20,1,Need_advertisement
69.9,5,1,Satisfied,1,2,20,4,Reasonable
49.9,4,1,Good,1,2,20,4,Reasonable
15.9,1,4,Not Satisfied,1,1,50,2,Quality_Improvment
161.9,1,1,Not Satisfied,1,4,25,5,Not_Reasonable
41.285714285714285,5,7,Satisfied,1,2,20,4,Reasonable
87.99,5,1,Satisfied,1,3,20,0,Need_advertisement
17.12,4,6,Good,1,1,20,1,Need_advertisement
116.59,5,2,Satisfied,1,3,20,0,Need_advertisement
299.0,5,3,Satisfied,1,4,10,6,Need_advertisement
36.9,4,4,Good,1,1,20,1,Need_advertisement
127.2,3,11,Not Bad,1,3,20,7,Reasonable
196.8,5,1,Satisfied,1,4,10,6,Need_advertisement
62.9,5,1,Satisfied,1,2,20,4,Reasonable
169.9,5,1,Satisfied,1,4,10,6,Need_advertisement
19.99,4,1,Good,1,1,20,1,Need_advertisement
259.0,5,2,Satisfied,1,4,10,6,Need_advertisement
759.99,4,1,Good,1,4,10,3,Reasonable
160.0,4,2,Good,1,4,10,3,Reasonable
129.0,5,7,Satisfied,1,3,20,0,Need_advertisement
51.9,3,3,Not Bad,1,2,20,2,Quality_Improvment
90.09999999999998,5,3,Satisfied,1,3,20,0,Need_advertisement
210.0,5,5,Satisfied,1,4,10,6,Need_advertisement
132.76,3,3,Not Bad,1,3,20,7,Reasonable
623.0,2,2,Not Satisfied,1,4,25,5,Not_Reasonable
202.5,5,6,Satisfied,1,4,10,6,Need_advertisement
96.36,5,2,Satisfied,1,3,20,0,Need_advertisement
59.9,5,1,Satisfied,1,2,20,4,Reasonable
159.99,4,2,Good,1,4,10,3,Reasonable
219.99,4,1,Good,1,4,10,3,Reasonable
448.47,5,1,Satisfied,1,4,10,6,Need_advertisement
49.1,4,1,Good,1,2,20,4,Reasonable
59.0,4,1,Good,1,2,20,4,Reasonable
81.0,2,7,Not Satisfied,1,3,40,5,Not_Reasonable
89.90000000000002,3,3,Not Bad,1,3,20,7,Reasonable
14.9,4,15,Good,1,1,20,1,Need_advertisement
95.99,5,3,Satisfied,1,3,20,0,Need_advertisement
35.9,3,2,Not Bad,1,1,20,2,Quality_Improvment
69.9,5,2,Satisfied,1,2,20,4,Reasonable
60.0,5,1,Satisfied,1,2,20,4,Reasonable
54.86,5,1,Satisfied,1,2,20,4,Reasonable
49.0,4,2,Good,1,2,20,4,Reasonable
59.95,5,1,Satisfied,1,2,20,4,Reasonable
12.9,5,3,Satisfied,1,1,20,1,Need_advertisement
68.74,4,4,Good,1,2,20,4,Reasonable
129.9,4,1,Good,1,3,20,7,Reasonable
119.0,5,1,Satisfied,1,3,20,0,Need_advertisement
599.0,1,1,Not Satisfied,1,4,25,5,Not_Reasonable
369.9,5,1,Satisfied,1,4,10,6,Need_advertisement
1798.0,4,1,Good,1,4,10,3,Reasonable
149.99,4,1,Good,1,3,20,7,Reasonable
60.0,5,1,Satisfied,1,2,20,4,Reasonable
27.9,5,1,Satisfied,1,1,20,1,Need_advertisement
748.0,5,2,Satisfied,1,4,10,6,Need_advertisement
137.49,3,2,Not Bad,1,3,20,7,Reasonable
49.97,5,1,Satisfied,1,2,20,4,Reasonable
57.9,5,1,Satisfied,1,2,20,4,Reasonable
129.99,3,7,Not Bad,1,3,20,7,Reasonable
348.0,3,3,Not Bad,1,4,20,3,Reasonable
86.5,2,2,Not Satisfied,1,3,40,5,Not_Reasonable
61.9,1,6,Not Satisfied,1,2,50,2,Quality_Improvment
36.0,5,1,Satisfied,1,1,20,1,Need_advertisement
27.9,5,1,Satisfied,1,1,20,1,Need_advertisement
152.4,4,6,Good,1,3,20,7,Reasonable
35.833333333333336,3,3,Not Bad,1,1,20,2,Quality_Improvment
313.3333333333333,5,3,Satisfied,1,4,10,6,Need_advertisement
389.0,4,3,Good,1,4,10,3,Reasonable
37.5,5,2,Satisfied,1,1,20,1,Need_advertisement
159.9,5,1,Satisfied,1,4,10,6,Need_advertisement
84.9,4,2,Good,1,3,20,7,Reasonable
45.95,4,18,Good,1,2,20,4,Reasonable
186.0,5,1,Satisfied,1,4,10,6,Need_advertisement
346.9,5,1,Satisfied,1,4,10,6,Need_advertisement
20.0,5,1,Satisfied,1,1,20,1,Need_advertisement
122.9,5,1,Satisfied,1,3,20,0,Need_advertisement
219.9,4,2,Good,1,4,10,3,Reasonable
96.95,4,4,Good,1,3,20,7,Reasonable
7.9,5,1,Satisfied,1,1,20,1,Need_advertisement
29.0,5,1,Satisfied,1,1,20,1,Need_advertisement
539.9,5,3,Satisfied,1,4,10,6,Need_advertisement
39.0,5,1,Satisfied,1,1,20,1,Need_advertisement
49.0,4,7,Good,1,2,20,4,Reasonable
49.0,5,1,Satisfied,1,2,20,4,Reasonable
19.1,5,2,Satisfied,1,1,20,1,Need_advertisement
47.0,1,1,Not Satisfied,1,2,50,2,Quality_Improvment
139.9,2,2,Not Satisfied,1,3,40,5,Not_Reasonable
39.9,2,4,Not Satisfied,1,1,50,2,Quality_Improvment
89.75,4,1,Good,1,3,20,7,Reasonable
19.99,1,1,Not Satisfied,1,1,50,2,Quality_Improvment
39.9,4,1,Good,1,1,20,1,Need_advertisement
22.5,3,1,Not Bad,1,1,20,2,Quality_Improvment
